Rate 1,"0.50000",mm/s
"5.62500","2.80265","0.04814"
"5.65000","2.81523","0.04882"
"5.67500","2.82772","0.04891"
"5.70000","2.84016","0.04906"
"5.72500","2.85262","0.04949"
"5.75000","2.86509","0.04966"
"5.77500","2.87762","0.05017"
"5.80000","2.89008","0.05012"
"5.82500","2.90253","0.05059"
"5.85000","2.91506","0.05049"
"5.87500","2.92759","0.05127"
"5.90000","2.94011","0.05183"
"5.92500","2.95260","0.05171"
"5.95000","2.96510","0.05197"
"5.97500","2.97775","0.05215"
"6.00000","2.99134","0.05260"
"6.02500","3.00413","0.05299"
"6.05000","3.01626","0.05274"
"6.07500","3.02838","0.05356"
"6.10000","3.04073","0.05393"
"6.12500","3.05310","0.05424"
"6.15000","3.06547","0.05440"
"6.17500","3.07791","0.05424"
"6.20000","3.09037","0.05452"
"6.22500","3.10286","0.05370"
"6.25000","3.11528","0.05426"
"6.27500","3.12766","0.05448"
"6.30000","3.14005","0.05473"
"6.32500","3.15249","0.05518"
"6.35000","3.16500","0.05510"
"6.37500","3.17758","0.05576"
"6.40000","3.19010","0.05563"
"6.42500","3.20256","0.05600"
"6.45000","3.21502","0.05623"
"6.47500","3.22749","0.05653"
"6.50000","3.24001","0.05732"
"6.52500","3.25249","0.05732"
"6.55000","3.26504","0.05767"
"6.57500","3.27749","0.05774"
"6.60000","3.28995","0.05812"
"6.62500","3.30241","0.05862"
"6.65000","3.31485","0.05872"
"6.67500","3.32732","0.05905"
"6.70000","3.33987","0.05933"
"6.72500","3.35247","0.05964"
"6.75000","3.36503","0.06014"
"6.77500","3.37753","0.06004"
"6.80000","3.39002","0.06083"
"6.82500","3.40251","0.06053"
"6.85000","3.41525","0.06116"
"6.87500","3.42851","0.06146"
"6.90000","3.44090","0.06162"
"6.92500","3.45311","0.06200"
"6.95000","3.46546","0.06215"
"6.97500","3.47791","0.06299"
"7.00000","3.49034","0.06269"
"7.02500","3.50278","0.06316"
"7.05000","3.51521","0.06330"
"7.07500","3.52774","0.06360"
"7.10000","3.54026","0.06425"
"7.12500","3.55273","0.06436"
"7.15000","3.56522","0.06491"
"7.17500","3.57767","0.06468"
"7.20000","3.59020","0.06388"
"7.22500","3.60275","0.06361"
"7.25000","3.61523","0.06400"
"7.27500","3.62774","0.06475"
"7.30000","3.64024","0.06473"
"7.32500","3.65275","0.06508"
"7.35000","3.66525","0.06557"
"7.37500","3.67774","0.06564"
"7.40000","3.69024","0.06585"
"7.42500","3.70269","0.06615"
"7.45000","3.71512","0.06665"
"7.47500","3.72759","0.06702"
"7.50000","3.74003","0.06737"
"7.52500","3.75253","0.06740"
"7.55000","3.76508","0.06762"
"7.57500","3.77762","0.06826"
"7.60000","3.79012","0.06842"
"7.62500","3.80258","0.06887"
"7.65000","3.81587","0.06896"
"7.67500","3.82857","0.06942"
"7.70000","3.84075","0.06971"
"7.72500","3.85299","0.06994"
"7.75000","3.86534","0.07035"
"7.77500","3.87776","0.07042"
"7.80000","3.89020","0.07077"
"7.82500","3.90271","0.07135"
"7.85000","3.91521","0.07128"
"7.87500","3.92768","0.07208"
"7.90000","3.94015","0.07174"
"7.92500","3.95266","0.07223"
"7.95000","3.96510","0.07274"
"7.97500","3.97758","0.07298"
"8.00000","3.99006","0.07333"
"8.02500","4.00250","0.07342"
"8.05000","4.01503","0.07413"
"8.07500","4.02754","0.07394"
"8.10000","4.04007","0.07453"
"8.12500","4.05258","0.07477"
"8.15000","4.06508","0.07511"
"8.17500","4.07761","0.07556"
"8.20000","4.09038","0.07599"
"8.22500","4.10280","0.07597"
"8.25000","4.11519","0.07655"
"8.27500","4.12762","0.07658"
"8.30000","4.14011","0.07687"
"8.32500","4.15259","0.07719"
"8.35000","4.16507","0.07761"
"8.37500","4.17761","0.07781"
"8.40000","4.19010","0.07714"
"8.42500","4.20261","0.07709"
"8.45000","4.21512","0.07705"
"8.47500","4.22758","0.07769"
"8.50000","4.24008","0.07834"
"8.52500","4.25260","0.07826"
"8.55000","4.26509","0.07876"
"8.57500","4.27763","0.07878"
"8.60000","4.29011","0.07904"
"8.62500","4.30261","0.07937"
"8.65000","4.31510","0.07995"
"8.67500","4.32757","0.08032"
"8.70000","4.34009","0.08052"
"8.72500","4.35262","0.08111"
"8.75000","4.36516","0.08106"
"8.77500","4.37762","0.08141"
"8.80000","4.39007","0.08192"
"8.82500","4.40252","0.08189"
"8.85000","4.41498","0.08254"
"8.87500","4.42741","0.08268"
"8.90000","4.43987","0.08303"
"8.92500","4.45234","0.08356"
"8.95000","4.46482","0.08381"
"8.97500","4.47733","0.08407"
"9.00000","4.48984","0.08409"
"9.02500","4.50237","0.08482"
"9.05000","4.51491","0.08504"
"9.07500","4.52749","0.08508"
"9.10000","4.54007","0.08550"
"9.12500","4.55335","0.08481"
"9.15000","4.56651","0.08553"
"9.17500","4.57881","0.08563"
"9.20000","4.59088","0.08643"
"9.22500","4.60316","0.08638"
"9.25000","4.61554","0.08668"
"9.27500","4.62794","0.08690"
"9.30000","4.64038","0.08685"
"9.32500","4.65285","0.08780"
"9.35000","4.66537","0.08779"
"9.37500","4.67785","0.08834"
"9.40000","4.69030","0.08874"
"9.42500","4.70277","0.08894"
"9.45000","4.71523","0.08913"
"9.47500","4.72782","0.08944"
"9.50000","4.74054","0.09000"
"9.52500","4.75292","0.09047"
"9.55000","4.76531","0.09051"
"9.57500","4.77773","0.09118"
"9.60000","4.79019","0.09113"
"9.62500","4.80260","0.09167"
"9.65000","4.81501","0.09191"
"9.67500","4.82752","0.09207"
"9.70000","4.84003","0.09264"
"9.72500","4.85255","0.09240"
"9.75000","4.86513","0.09229"
"9.77500","4.87762","0.09246"
"9.80000","4.89016","0.09315"
"9.82500","4.90268","0.09331"
"9.85000","4.91519","0.09356"
"9.87500","4.92768","0.09424"
"9.90000","4.94018","0.09416"
"9.92500","4.95277","0.09483"
"9.95000","4.96535","0.09496"
"9.97500","4.97851","0.09537"
"10.00000","4.99140","0.09563"
"10.02500","5.00352","0.09598"
"10.05000","5.01567","0.09613"
"10.07500","5.02801","0.09652"
"10.10000","5.04037","0.09721"
"10.12500","5.05277","0.09712"
"10.15000","5.06520","0.09763"
"10.17500","5.07761","0.09806"
"10.20000","5.09012","0.09849"
"10.22500","5.10277","0.09850"
"10.25000","5.11528","0.09894"
"10.27500","5.12768","0.09960"
"10.30000","5.14014","0.09933"
"10.32500","5.15272","0.09972"
"10.35000","5.16521","0.09968"
"10.37500","5.17772","0.10015"
"10.40000","5.19023","0.10066"
"10.42500","5.20273","0.10097"
"10.45000","5.21520","0.10118"
"10.47500","5.22767","0.10156"
"10.50000","5.24016","0.10184"
"10.52500","5.25274","0.10234"
"10.55000","5.26520","0.10252"
"10.57500","5.27772","0.10311"
"10.60000","5.29022","0.10336"
"10.62500","5.30274","0.10363"
"10.65000","5.31527","0.10424"
"10.67500","5.32775","0.10443"
"10.70000","5.34026","0.10472"
"10.72500","5.35285","0.10482"
"10.75000","5.36543","0.10523"
"10.77500","5.37797","0.10597"
"10.80000","5.39047","0.10619"
"10.82500","5.40294","0.10624"
"10.85000","5.41540","0.10661"
"10.87500","5.42782","0.10702"
"10.90000","5.44029","0.10737"
"10.92500","5.45279","0.10779"
"10.95000","5.46527","0.10814"
"10.97500","5.47776","0.10838"
"11.00000","5.49025","0.10818"
"11.02500","5.50274","0.10793"
"11.05000","5.51527","0.10811"
"11.07500","5.52779","0.10869"
"11.10000","5.54041","0.10918"
"11.12500","5.55385","0.10925"
"11.15000","5.56689","0.10966"
"11.17500","5.57909","0.11022"
"11.20000","5.59117","0.11024"
"11.22500","5.60348","0.11033"
"11.25000","5.61580","0.11113"
"11.27500","5.62816","0.11143"
"11.30000","5.64054","0.11193"
"11.32500","5.65293","0.11229"
"11.35000","5.66536","0.11246"
"11.37500","5.67785","0.11291"
"11.40000","5.69027","0.11317"
"11.42500","5.70272","0.11365"
"11.45000","5.71514","0.11386"
"11.47500","5.72758","0.11447"
"11.50000","5.74010","0.11475"
"11.52500","5.75259","0.11482"
"11.55000","5.76509","0.11554"
"11.57500","5.77759","0.11570"
"11.60000","5.79012","0.11608"
"11.62500","5.80266","0.11650"
"11.65000","5.81516","0.11634"
"11.67500","5.82768","0.11640"
"11.70000","5.84019","0.11658"
"11.72500","5.85272","0.11703"
"11.75000","5.86527","0.11745"
"11.77500","5.87776","0.11805"
"11.80000","5.89023","0.11836"
"11.82500","5.90274","0.11831"
"11.85000","5.91531","0.11894"
"11.87500","5.92815","0.11923"
"11.90000","5.94083","0.11966"
"11.92500","5.95311","0.11988"
"11.95000","5.96543","0.12033"
"11.97500","5.97781","0.12070"
"12.00000","5.99027","0.12125"
"12.02500","6.00278","0.12139"
"12.05000","6.01524","0.12196"
"12.07500","6.02776","0.12215"
"12.10000","6.04027","0.12286"
"12.12500","6.05280","0.12303"
"12.15000","6.06531","0.12337"
"12.17500","6.07780","0.12387"
"12.20000","6.09033","0.12395"
"12.22500","6.10283","0.12471"
"12.25000","6.11532","0.12489"
"12.27500","6.12783","0.12527"
"12.30000","6.14036","0.12549"
"12.32500","6.15288","0.12601"
"12.35000","6.16538","0.12644"
"12.37500","6.17780","0.12662"
"12.40000","6.19026","0.12714"
"12.42500","6.20271","0.12671"
"12.45000","6.21517","0.12635"
"12.47500","6.22766","0.12688"
"12.50000","6.24013","0.12712"
"12.52500","6.25262","0.12782"
"12.55000","6.26512","0.12815"
"12.57500","6.27758","0.12855"
"12.60000","6.29012","0.12868"
"12.62500","6.30260","0.12883"
"12.65000","6.31505","0.12955"
"12.67500","6.32753","0.12974"
"12.70000","6.33998","0.13043"
"12.72500","6.35250","0.13096"
"12.75000","6.36501","0.13105"
"12.77500","6.37753","0.13146"
"12.80000","6.39005","0.13167"
"12.82500","6.40256","0.13231"
"12.85000","6.41509","0.13267"
"12.87500","6.42764","0.13291"
"12.90000","6.44013","0.13343"
"12.92500","6.45261","0.13345"
"12.95000","6.46512","0.13431"
"12.97500","6.47770","0.13424"
"13.00000","6.49055","0.13467"
"13.02500","6.50417","0.13485"
"13.05000","6.51681","0.13491"
"13.07500","6.52882","0.13540"
"13.10000","6.54094","0.13588"
"13.12500","6.55331","0.13616"
"13.15000","6.56570","0.13657"
"13.17500","6.57812","0.13685"
"13.20000","6.59053","0.13731"
"13.22500","6.60294","0.13796"
"13.25000","6.61540","0.13847"
"13.27500","6.62788","0.13851"
"13.30000","6.64037","0.13854"
"13.32500","6.65286","0.13906"
"13.35000","6.66536","0.13928"
"13.37500","6.67787","0.13961"
"13.40000","6.69037","0.14027"
"13.42500","6.70288","0.14066"
"13.45000","6.71543","0.14104"
"13.47500","6.72789","0.14112"
"13.50000","6.74034","0.14170"
"13.52500","6.75286","0.14188"
"13.55000","6.76545","0.14249"
"13.57500","6.77805","0.14271"
"13.60000","6.79047","0.14319"
"13.62500","6.80288","0.14390"
"13.65000","6.81534","0.14366"
"13.67500","6.82781","0.14446"
"13.70000","6.84033","0.14463"
"13.72500","6.85279","0.14525"
"13.75000","6.86519","0.14530"
"13.77500","6.87764","0.14589"
"13.80000","6.89009","0.14625"
"13.82500","6.90257","0.14660"
"13.85000","6.91502","0.14697"
"13.87500","6.92746","0.14717"
"13.90000","6.93998","0.14785"
"13.92500","6.95251","0.14840"
"13.95000","6.96536","0.14778"
"13.97500","6.97804","0.14778"
"14.00000","6.99037","0.14798"
"14.02500","7.00271","0.14870"
"14.05000","7.01511","0.14886"
"14.07500","7.02757","0.14924"
"14.10000","7.04008","0.14984"
"14.12500","7.05263","0.14993"
"14.15000","7.06517","0.15057"
"14.17500","7.07769","0.15079"
"14.20000","7.09017","0.15135"
"14.22500","7.10272","0.15175"
"14.25000","7.11525","0.15216"
"14.27500","7.12780","0.15235"
"14.30000","7.14032","0.15289"
"14.32500","7.15281","0.15344"
"14.35000","7.16530","0.15351"
"14.37500","7.17778","0.15404"
"14.40000","7.19027","0.15451"
"14.42500","7.20282","0.15482"
"14.45000","7.21533","0.15503"
"14.47500","7.22784","0.15565"
"14.50000","7.24038","0.15593"
"14.52500","7.25289","0.15622"
"14.55000","7.26571","0.15678"
"14.57500","7.27848","0.15701"
"14.60000","7.29087","0.15742"
"14.62500","7.30323","0.15788"
"14.65000","7.31559","0.15816"
"14.67500","7.32802","0.15873"
"14.70000","7.34046","0.15916"
"14.72500","7.35289","0.15963"
"14.75000","7.36538","0.15985"
"14.77500","7.37790","0.16053"
"14.80000","7.39045","0.16084"
"14.82500","7.40296","0.16074"
"14.85000","7.41539","0.16046"
"14.87500","7.42788","0.16088"
"14.90000","7.44031","0.16136"
"14.92500","7.45278","0.16223"
"14.95000","7.46524","0.16201"
"14.97500","7.47764","0.16269"
"15.00000","7.49011","0.16329"
"15.02500","7.50256","0.16317"
"15.05000","7.51503","0.16376"
"15.07500","7.52750","0.16424"
"15.10000","7.53996","0.16486"
"15.12500","7.55241","0.16538"
"15.15000","7.56487","0.16567"
"15.17500","7.57731","0.16620"
"15.20000","7.58980","0.16634"
"15.22500","7.60228","0.16676"
"15.25000","7.61479","0.16730"
"15.27500","7.62733","0.16770"
"15.30000","7.63979","0.16821"
"15.32500","7.65231","0.16839"
"15.35000","7.66483","0.16905"
"15.37500","7.67740","0.16957"
"15.40000","7.68998","0.16997"
"15.42500","7.70257","0.17022"
"15.45000","7.71514","0.17083"
"15.47500","7.72777","0.17057"
"15.50000","7.74030","0.17071"
"15.52500","7.75284","0.17079"
"15.55000","7.76536","0.17166"
"15.57500","7.77818","0.17209"
"15.60000","7.79186","0.17252"
"15.62500","7.80440","0.17296"
"15.65000","7.81639","0.17326"
"15.67500","7.82850","0.17363"
"15.70000","7.84078","0.17409"
"15.72500","7.85315","0.17446"
"15.75000","7.86551","0.17473"
"15.77500","7.87797","0.17558"
"15.80000","7.89045","0.17571"
"15.82500","7.90292","0.17644"
"15.85000","7.91541","0.17673"
"15.87500","7.92788","0.17732"
"15.90000","7.94037","0.17750"
"15.92500","7.95289","0.17801"
"15.95000","7.96536","0.17861"
"15.97500","7.97787","0.17893"
"16.00000","7.99033","0.17940"
"16.02500","8.00280","0.17970"
"16.05000","8.01530","0.18024"
"16.07500","8.02780","0.18078"
"16.10000","8.04033","0.18110"
"16.12500","8.05282","0.18133"
"16.15000","8.06529","0.18183"
"16.17500","8.07781","0.18240"
"16.20000","8.09028","0.18300"
"16.22500","8.10275","0.18330"
"16.25000","8.11525","0.18312"
"16.27500","8.12779","0.18291"
"16.30000","8.14059","0.18352"
"16.32500","8.15336","0.18400"
"16.35000","8.16555","0.18430"
"16.37500","8.17779","0.18484"
"16.40000","8.19015","0.18528"
"16.42500","8.20261","0.18572"
"16.45000","8.21503","0.18627"
"16.47500","8.22750","0.18636"
"16.50000","8.24003","0.18693"
"16.52500","8.25254","0.18751"
"16.55000","8.26511","0.18820"
"16.57500","8.27758","0.18830"
"16.60000","8.29005","0.18860"
"16.62500","8.30254","0.18948"
"16.65000","8.31505","0.18966"
"16.67500","8.32751","0.19033"
"16.70000","8.33999","0.19050"
"16.72500","8.35247","0.19117"
"16.75000","8.36504","0.19168"
"16.77500","8.37760","0.19196"
"16.80000","8.39008","0.19235"
"16.82500","8.40258","0.19271"
"16.85000","8.41508","0.19327"
"16.87500","8.42762","0.19363"
"16.90000","8.44013","0.19416"
"16.92500","8.45262","0.19475"
"16.95000","8.46514","0.19494"
"16.97500","8.47764","0.19535"
"17.00000","8.49013","0.19616"
"17.02500","8.50266","0.19631"
"17.05000","8.51519","0.19699"
"17.07500","8.52788","0.19656"
"17.10000","8.54041","0.19660"
"17.12500","8.55288","0.19711"
"17.15000","8.56534","0.19781"
"17.17500","8.57779","0.19843"
"17.20000","8.59022","0.19855"
"17.22500","8.60271","0.19931"
"17.25000","8.61520","0.19942"
"17.27500","8.62770","0.19989"
"17.30000","8.64015","0.20052"
"17.32500","8.65263","0.20093"
"17.35000","8.66518","0.20164"
"17.37500","8.67766","0.20204"
"17.40000","8.69014","0.20260"
"17.42500","8.70263","0.20274"
"17.45000","8.71517","0.20317"
"17.47500","8.72769","0.20373"
"17.50000","8.74022","0.20413"
"17.52500","8.75267","0.20481"
"17.55000","8.76520","0.20512"
"17.57500","8.77779","0.20536"
"17.60000","8.79038","0.20641"
"17.62500","8.80297","0.20665"
"17.65000","8.81535","0.20712"
"17.67500","8.82817","0.20734"
"17.70000","8.84162","0.20788"
"17.72500","8.85421","0.20780"
"17.75000","8.86616","0.20805"
"17.77500","8.87826","0.20875"
"17.80000","8.89052","0.20889"
"17.82500","8.90288","0.20994"
"17.85000","8.91528","0.21018"
"17.87500","8.92775","0.21070"
"17.90000","8.94020","0.21091"
"17.92500","8.95272","0.21163"
"17.95000","8.96524","0.21197"
"17.97500","8.97769","0.21245"
"18.00000","8.99022","0.21313"
"18.02500","9.00275","0.21338"
"18.05000","9.01527","0.21393"
"18.07500","9.02774","0.21477"
"18.10000","9.04025","0.21506"
"18.12500","9.05276","0.21534"
"18.15000","9.06528","0.21581"
"18.17500","9.07780","0.21614"
"18.20000","9.09035","0.21697"
"18.22500","9.10284","0.21750"
"18.25000","9.11533","0.21775"
"18.27500","9.12779","0.21841"
"18.30000","9.14027","0.21892"
"18.32500","9.15280","0.21956"
"18.35000","9.16531","0.21971"
"18.37500","9.17796","0.22035"
"18.40000","9.19040","0.22069"
"18.42500","9.20282","0.22120"
"18.45000","9.21528","0.22178"
"18.47500","9.22772","0.22236"
"18.50000","9.24018","0.22286"
"18.52500","9.25268","0.22318"
"18.55000","9.26516","0.22384"
"18.57500","9.27763","0.22412"
"18.60000","9.29007","0.22423"
"18.62500","9.30252","0.22384"
"18.65000","9.31502","0.22405"
"18.67500","9.32747","0.22495"
"18.70000","9.33997","0.22556"
"18.72500","9.35248","0.22580"
"18.75000","9.36496","0.22638"
"18.77500","9.37746","0.22694"
"18.80000","9.39001","0.22728"
"18.82500","9.40259","0.22773"
"18.85000","9.41511","0.22832"
"18.87500","9.42763","0.22890"
"18.90000","9.44020","0.22946"
"18.92500","9.45281","0.22996"
"18.95000","9.46583","0.23026"
"18.97500","9.47832","0.23080"
"19.00000","9.49051","0.23154"
"19.02500","9.50282","0.23151"
"19.05000","9.51520","0.23236"
"19.07500","9.52766","0.23272"
"19.10000","9.54015","0.23321"
"19.12500","9.55266","0.23319"
"19.15000","9.56518","0.23376"
"19.17500","9.57778","0.23425"
"19.20000","9.59026","0.23474"
"19.22500","9.60274","0.23545"
"19.25000","9.61518","0.23570"
"19.27500","9.62770","0.23634"
"19.30000","9.64023","0.23671"
"19.32500","9.65275","0.23693"
"19.35000","9.66525","0.23765"
"19.37500","9.67776","0.23806"
"19.40000","9.69026","0.23862"
"19.42500","9.70277","0.23903"
"19.45000","9.71526","0.23986"
"19.47500","9.72774","0.24030"
"19.50000","9.74026","0.24048"
"19.52500","9.75273","0.24113"
"19.55000","9.76525","0.24183"
"19.57500","9.77774","0.24234"
"19.60000","9.79031","0.24283"
"19.62500","9.80286","0.24242"
"19.65000","9.81530","0.24231"
"19.67500","9.82772","0.24300"
"19.70000","9.84017","0.24391"
"19.72500","9.85261","0.24447"
"19.75000","9.86510","0.24474"
"19.77500","9.87760","0.24513"
"19.80000","9.89017","0.24519"
"19.82500","9.90285","0.24616"
"19.85000","9.91539","0.24668"
"19.87500","9.92784","0.24714"
"19.90000","9.94025","0.24776"
"19.92500","9.95273","0.24850"
"19.95000","9.96526","0.24907"
"19.97500","9.97778","0.24944"
"20.00000","9.99022","0.24966"
"20.02500","10.00262","0.25023"
"20.05000","10.01509","0.25086"
"20.07500","10.02766","0.25132"
"20.10000","10.04018","0.25178"
"20.12500","10.05268","0.25242"
"20.15000","10.06519","0.25310"
"20.17500","10.07768","0.25343"
"20.20000","10.09019","0.25409"
"20.22500","10.10265","0.25456"
"20.25000","10.11514","0.25495"
"20.27500","10.12767","0.25569"
"20.30000","10.14022","0.25608"
"20.32500","10.15288","0.25649"
"20.35000","10.16557","0.25724"
"20.37500","10.17829","0.25770"
"20.40000","10.19165","0.25802"
"20.42500","10.20464","0.25818"
