Maximum CNC 25 LB,"1.25096",N
"13.05000","18.97156","1.24199"
"13.07500","19.00789","1.24196"
"13.10000","19.04437","1.24210"
"13.12500","19.08085","1.24301"
"13.15000","19.11723","1.24285"
"13.17500","19.15357","1.24352"
"13.20000","19.18994","1.24382"
"13.22500","19.22640","1.24421"
"13.25000","19.26278","1.24425"
"13.27500","19.29901","1.24460"
"13.30000","19.33524","1.24424"
"13.32500","19.37184","1.24546"
"13.35000","19.40907","1.24554"
"13.37500","19.44572","1.24571"
"13.40000","19.48190","1.24564"
"13.42500","19.51809","1.24702"
"13.45000","19.55424","1.24630"
"13.47500","19.59037","1.24565"
"13.50000","19.62655","1.24656"
"13.52500","19.66286","1.24668"
"13.55000","19.69932","1.24718"
"13.57500","19.73597","1.24706"
"13.60000","19.77215","1.24767"
"13.62500","19.80840","1.24782"
"13.65000","19.84480","1.24822"
"13.67500","19.88116","1.24826"
"13.70000","19.91747","1.24839"
"13.72500","19.95382","1.24947"
"13.75000","19.99031","1.24903"
"13.77500","20.02690","1.24863"
"13.80000","20.06342","1.24970"
"13.82500","20.10003","1.24949"
"13.85000","20.13699","1.24933"
"13.87500","20.17334","1.24996"
"13.90000","20.20952","1.24999"
"13.92500","20.24576","1.25062"
"13.95000","20.28196","1.25090"
"13.96900","20.30953","1.25096"
