Maximum CNC 25 LB,"-0.01144",N
"10.32500","12.67519","-0.31569"
"10.35000","12.70666","-0.31453"
"10.37500","12.73797","-0.31213"
"10.40000","12.76875","-0.31000"
"10.42500","12.79918","-0.30799"
"10.45000","12.82956","-0.30721"
"10.47500","12.86000","-0.30543"
"10.50000","12.89054","-0.30398"
"10.52500","12.92114","-0.30263"
"10.55000","12.95220","-0.30082"
"10.57500","12.98326","-0.29981"
"10.60000","13.01389","-0.29713"
"10.62500","13.04440","-0.29641"
"10.65000","13.07496","-0.29604"
"10.67500","13.10562","-0.29408"
"10.70000","13.13632","-0.29257"
"10.72500","13.16704","-0.29177"
"10.75000","13.19781","-0.29101"
"10.77500","13.22864","-0.28920"
"10.80000","13.25945","-0.28790"
"10.82500","13.29021","-0.28714"
"10.85000","13.32092","-0.28580"
"10.87500","13.35157","-0.28457"
"10.90000","13.38226","-0.28280"
"10.92500","13.41331","-0.28157"
"10.95000","13.44459","-0.28112"
"10.97500","13.47519","-0.27953"
"11.00000","13.50558","-0.27871"
"11.02500","13.53603","-0.27707"
"11.05000","13.56666","-0.27671"
"11.07500","13.59767","-0.27458"
"11.10000","13.62856","-0.27396"
"11.12500","13.65915","-0.27347"
"11.15000","13.68971","-0.27206"
"11.17500","13.72040","-0.27054"
"11.20000","13.75111","-0.26905"
"11.22500","13.78188","-0.26796"
"11.25000","13.81264","-0.26756"
"11.27500","13.84343","-0.26598"
"11.30000","13.87423","-0.26459"
"11.32500","13.90507","-0.26495"
"11.35000","13.93632","-0.26425"
"11.37500","13.96710","-0.26235"
"11.40000","13.99758","-0.26143"
"11.42500","14.02803","-0.26093"
"11.45000","14.05859","-0.26013"
"11.47500","14.08924","-0.25815"
"11.50000","14.11989","-0.25774"
"11.52500","14.15060","-0.25658"
"11.55000","14.18132","-0.25634"
"11.57500","14.21208","-0.25481"
"11.60000","14.24301","-0.25388"
"11.62500","14.27472","-0.25343"
"11.65000","14.30582","-0.25249"
"11.67500","14.33624","-0.25148"
"11.70000","14.36661","-0.25041"
"11.72500","14.39715","-0.25095"
"11.75000","14.42780","-0.24950"
"11.77500","14.45858","-0.24798"
"11.80000","14.48931","-0.24716"
"11.82500","14.52001","-0.24670"
"11.85000","14.55074","-0.24445"
"11.87500","14.58141","-0.24432"
"11.90000","14.61215","-0.24337"
"11.92500","14.64296","-0.24267"
"11.95000","14.67444","-0.24084"
"11.97500","14.70526","-0.24014"
"12.00000","14.73564","-0.23934"
"12.02500","14.76609","-0.23934"
"12.05000","14.79667","-0.23616"
"12.07500","14.82732","-0.23521"
"12.10000","14.85808","-0.23486"
"12.12500","14.88895","-0.23441"
"12.15000","14.91980","-0.23342"
"12.17500","14.95052","-0.23127"
"12.20000","14.98125","-0.23121"
"12.22500","15.01203","-0.22961"
"12.25000","15.04283","-0.22896"
"12.27500","15.07351","-0.22769"
"12.30000","15.10417","-0.22714"
"12.32500","15.13498","-0.22660"
"12.35000","15.16658","-0.22535"
"12.37500","15.19755","-0.22404"
"12.40000","15.22793","-0.22331"
"12.42500","15.25840","-0.22272"
"12.45000","15.28899","-0.22063"
"12.47500","15.31963","-0.22003"
"12.50000","15.35029","-0.21962"
"12.52500","15.38102","-0.21786"
"12.55000","15.41175","-0.21688"
"12.57500","15.44250","-0.21552"
"12.60000","15.47327","-0.21509"
"12.62500","15.50408","-0.21421"
"12.65000","15.53490","-0.21310"
"12.67500","15.56563","-0.21114"
"12.70000","15.59659","-0.21132"
"12.72500","15.62832","-0.21010"
"12.75000","15.65929","-0.20940"
"12.77500","15.68971","-0.20799"
"12.80000","15.72010","-0.20737"
"12.82500","15.75069","-0.20639"
"12.85000","15.78144","-0.20464"
"12.87500","15.81215","-0.20465"
"12.90000","15.84288","-0.20426"
"12.92500","15.87356","-0.20249"
"12.95000","15.90417","-0.20163"
"12.97500","15.93476","-0.20127"
"13.00000","15.96562","-0.20051"
"13.02500","15.99712","-0.20012"
"13.05000","16.02781","-0.19875"
"13.07500","16.05824","-0.19905"
"13.10000","16.08875","-0.19800"
"13.12500","16.11942","-0.19797"
"13.15000","16.15020","-0.19623"
"13.17500","16.18086","-0.19674"
"13.20000","16.21155","-0.19568"
"13.22500","16.24231","-0.19444"
"13.25000","16.27313","-0.19397"
"13.27500","16.30396","-0.19332"
"13.30000","16.33476","-0.19282"
"13.32500","16.36553","-0.19200"
"13.35000","16.39622","-0.19082"
"13.37500","16.42692","-0.19104"
"13.40000","16.45753","-0.19034"
"13.42500","16.48816","-0.18974"
"13.45000","16.51880","-0.18854"
"13.47500","16.54958","-0.18866"
"13.50000","16.58031","-0.18846"
"13.52500","16.61168","-0.18651"
"13.55000","16.64276","-0.18670"
"13.57500","16.67329","-0.18612"
"13.60000","16.70382","-0.18508"
"13.62500","16.73446","-0.18407"
"13.65000","16.76518","-0.18338"
"13.67500","16.79589","-0.18286"
"13.70000","16.82664","-0.18248"
"13.72500","16.85740","-0.18135"
"13.75000","16.88818","-0.18069"
"13.77500","16.91894","-0.18047"
"13.80000","16.94971","-0.17935"
"13.82500","16.98065","-0.17802"
"13.85000","17.01143","-0.17778"
"13.87500","17.04210","-0.17816"
"13.90000","17.07276","-0.17717"
"13.92500","17.10336","-0.17576"
"13.95000","17.13396","-0.17603"
"13.97500","17.16455","-0.17556"
"14.00000","17.19518","-0.17560"
"14.02500","17.22599","-0.17442"
"14.05000","17.25711","-0.17365"
"14.07500","17.28846","-0.17348"
"14.10000","17.31921","-0.17296"
"14.12500","17.34977","-0.17224"
"14.15000","17.38040","-0.17223"
"14.17500","17.41111","-0.17220"
"14.20000","17.44184","-0.17130"
"14.22500","17.47255","-0.17120"
"14.25000","17.50317","-0.17152"
"14.27500","17.53389","-0.17106"
"14.30000","17.56476","-0.17007"
"14.32500","17.59551","-0.16990"
"14.35000","17.62634","-0.16994"
"14.37500","17.65713","-0.16953"
"14.40000","17.68789","-0.16991"
"14.42500","17.71850","-0.16864"
"14.45000","17.74902","-0.16847"
"14.47500","17.77954","-0.16966"
"14.50000","17.81011","-0.16832"
"14.52500","17.84066","-0.16754"
"14.55000","17.87123","-0.16799"
"14.57500","17.90191","-0.16735"
"14.60000","17.93295","-0.16666"
"14.62500","17.96484","-0.16636"
"14.65000","17.99596","-0.16686"
"14.67500","18.02634","-0.16566"
"14.70000","18.05681","-0.16583"
"14.72500","18.08744","-0.16525"
"14.75000","18.11813","-0.16544"
"14.77500","18.14891","-0.16510"
"14.80000","18.17965","-0.16381"
"14.82500","18.21041","-0.16301"
"14.85000","18.24113","-0.16356"
"14.87500","18.27185","-0.16380"
"14.90000","18.30262","-0.16250"
"14.92500","18.33339","-0.16169"
"14.95000","18.36412","-0.16297"
"14.97500","18.39481","-0.16169"
"15.00000","18.42544","-0.16130"
"15.02500","18.45604","-0.16135"
"15.05000","18.48671","-0.16097"
"15.07500","18.51738","-0.16099"
"15.10000","18.54809","-0.15993"
"15.12500","18.57938","-0.16034"
"15.15000","18.61018","-0.15934"
"15.17500","18.64069","-0.15988"
"15.20000","18.67126","-0.15904"
"15.22500","18.70193","-0.15810"
"15.25000","18.73268","-0.15870"
"15.27500","18.76346","-0.15725"
"15.30000","18.79420","-0.15725"
"15.32500","18.82492","-0.15706"
"15.35000","18.85561","-0.15702"
"15.37500","18.88638","-0.15717"
"15.40000","18.91721","-0.15541"
"15.42500","18.94798","-0.15713"
"15.45000","18.97871","-0.15556"
"15.47500","19.00949","-0.15606"
"15.50000","19.04025","-0.15527"
"15.52500","19.07093","-0.15422"
"15.55000","19.10159","-0.15549"
"15.57500","19.13223","-0.15411"
"15.60000","19.16293","-0.15432"
"15.62500","19.19366","-0.15353"
"15.65000","19.22449","-0.15398"
"15.67500","19.25544","-0.15352"
"15.70000","19.28683","-0.15243"
"15.72500","19.31753","-0.15401"
"15.75000","19.34799","-0.15243"
"15.77500","19.37861","-0.15280"
"15.80000","19.40930","-0.15177"
"15.82500","19.44004","-0.15148"
"15.85000","19.47081","-0.15181"
"15.87500","19.50151","-0.15028"
"15.90000","19.53221","-0.15073"
"15.92500","19.56288","-0.14964"
"15.95000","19.59355","-0.14990"
"15.97500","19.62420","-0.14932"
"16.00000","19.65494","-0.14829"
"16.02500","19.68569","-0.15000"
"16.05000","19.71638","-0.14788"
"16.07500","19.74709","-0.14819"
"16.10000","19.77784","-0.14747"
"16.12500","19.80857","-0.14691"
"16.15000","19.83940","-0.14615"
"16.17500","19.87036","-0.14485"
"16.20000","19.90181","-0.14433"
"16.22500","19.93318","-0.14418"
"16.25000","19.96389","-0.14384"
"16.27500","19.99442","-0.14336"
"16.30000","20.02497","-0.14345"
"16.32500","20.05557","-0.14337"
"16.35000","20.08623","-0.14265"
"16.37500","20.11692","-0.14201"
"16.40000","20.14755","-0.14240"
"16.42500","20.17822","-0.14209"
"16.45000","20.20891","-0.14149"
"16.47500","20.23963","-0.14056"
"16.50000","20.27043","-0.14247"
"16.52500","20.30115","-0.13993"
"16.55000","20.33187","-0.14027"
"16.57500","20.36322","-0.13888"
"16.60000","20.39453","-0.13850"
"16.62500","20.42520","-0.14016"
"16.65000","20.45572","-0.13940"
"16.67500","20.48619","-0.13925"
"16.70000","20.51663","-0.13850"
"16.72500","20.54725","-0.13865"
"16.75000","20.57804","-0.13761"
"16.77500","20.60889","-0.13776"
"16.80000","20.63967","-0.13796"
"16.82500","20.67030","-0.13641"
"16.85000","20.70091","-0.13680"
"16.87500","20.73153","-0.13674"
"16.90000","20.76220","-0.13635"
"16.92500","20.79296","-0.13642"
"16.95000","20.82379","-0.13590"
"16.97500","20.85456","-0.13548"
"17.00000","20.88525","-0.13621"
"17.02500","20.91591","-0.13573"
"17.05000","20.94657","-0.13502"
"17.07500","20.97727","-0.13465"
"17.10000","21.00813","-0.13500"
"17.12500","21.03960","-0.13423"
"17.15000","21.07091","-0.13336"
"17.17500","21.10145","-0.13325"
"17.20000","21.13190","-0.13382"
"17.22500","21.16251","-0.13338"
"17.25000","21.19315","-0.13311"
"17.27500","21.22379","-0.13266"
"17.30000","21.25447","-0.13161"
"17.32500","21.28526","-0.13173"
"17.35000","21.31605","-0.13051"
"17.37500","21.34671","-0.13173"
"17.40000","21.37739","-0.13161"
"17.42500","21.40812","-0.13071"
"17.45000","21.43890","-0.13007"
"17.47500","21.46959","-0.13067"
"17.50000","21.50038","-0.12971"
"17.52500","21.53123","-0.12919"
"17.55000","21.56198","-0.12969"
"17.57500","21.59265","-0.12930"
"17.60000","21.62328","-0.12940"
"17.62500","21.65387","-0.12951"
"17.65000","21.68457","-0.12872"
"17.67500","21.71541","-0.12877"
"17.70000","21.74668","-0.12891"
"17.72500","21.77749","-0.12841"
"17.75000","21.80795","-0.12738"
"17.77500","21.83841","-0.12786"
"17.80000","21.86906","-0.12844"
"17.82500","21.89979","-0.12717"
"17.85000","21.93045","-0.12749"
"17.87500","21.96112","-0.12709"
"17.90000","21.99188","-0.12649"
"17.92500","22.02268","-0.12673"
"17.95000","22.05345","-0.12699"
"17.97500","22.08422","-0.12685"
"18.00000","22.11503","-0.12626"
"18.02500","22.14598","-0.12635"
"18.05000","22.17704","-0.12506"
"18.07500","22.20839","-0.12583"
"18.10000","22.23949","-0.12574"
"18.12500","22.27006","-0.12466"
"18.15000","22.30054","-0.12541"
"18.17500","22.33096","-0.12534"
"18.20000","22.36153","-0.12559"
"18.22500","22.39214","-0.12472"
"18.25000","22.42271","-0.12407"
"18.27500","22.45337","-0.12428"
"18.30000","22.48417","-0.12421"
"18.32500","22.51501","-0.12399"
"18.35000","22.54602","-0.12408"
"18.37500","22.57673","-0.12359"
"18.40000","22.60739","-0.12344"
"18.42500","22.63807","-0.12280"
"18.45000","22.66886","-0.12244"
"18.47500","22.69972","-0.12352"
"18.50000","22.73054","-0.12205"
"18.50700","22.73913","-0.12229"
